scenario,interarrival_time,number_of_doctors,mean,std_dev,ci_lower,ci_upper,metric
0,4,3,6.1905644683331165,6.63201742637757,-2.0441728054599118,14.425301742126145,mean_wait_time
1,4,4,2.855738578161404,4.85603097842734,-3.173820261914034,8.885297418236842,mean_wait_time
2,4,5,1.148081762887433,2.4755128602484415,-1.9256734327734886,4.221836958548354,mean_wait_time
3,5,3,3.6980002604678397,3.6476898436199563,-0.8312048949685868,8.227205415904265,mean_wait_time
4,5,4,1.3386390302892122,2.4385471701229795,-1.6892171987741667,4.366495259352591,mean_wait_time
5,5,5,0.6964210063283356,1.5572447111089693,-1.2371536878488967,2.629995700505568,mean_wait_time
6,6,3,2.218808067966734,2.1308324606270546,-0.4269698845978245,4.864586020531293,mean_wait_time
7,6,4,0.7688613155325997,1.4069934839893266,-0.9781518392442344,2.515874470309434,mean_wait_time
8,6,5,0.37862009566209776,0.8466202715479239,-0.6725978156684558,1.4298380069926513,mean_wait_time
9,7,3,1.0025595598161932,0.8529586401739574,-0.05652847564465047,2.061647595277037,mean_wait_time
10,7,4,0.36207912260024616,0.7236616246188119,-0.536465463570581,1.2606237087710734,mean_wait_time
11,7,5,0.13259395970926174,0.29648910731577754,-0.23554589070431214,0.5007338101228356,mean_wait_time
12,8,3,0.17737686883913267,0.3966267363603648,-0.31510027042458905,0.6698540081028543,mean_wait_time
13,8,4,0.0,0.0,0.0,0.0,mean_wait_time
14,8,5,0.0,0.0,0.0,0.0,mean_wait_time
